,Online boarding,Inflight entertainment,Type of Travel,Class
101395,5,5,Personal Travel,Eco
101396,4,3,Personal Travel,Eco
101397,4,5,Business travel,Business
101398,4,5,Business travel,Business
101399,1,1,Business travel,Eco
101400,2,3,Business travel,Eco
101401,5,4,Business travel,Eco
101402,1,1,Business travel,Eco
101403,1,1,Business travel,Business
101404,1,2,Business travel,Eco
101405,5,3,Business travel,Business
101406,1,1,Business travel,Eco
101407,2,3,Personal Travel,Eco
101408,5,4,Business travel,Business
101409,3,4,Business travel,Business
101410,2,1,Business travel,Business
101411,1,4,Personal Travel,Eco
101412,2,4,Business travel,Business
101413,4,5,Business travel,Eco Plus
101414,4,2,Personal Travel,Eco
101415,4,5,Business travel,Business
101416,2,1,Business travel,Business
101417,3,3,Personal Travel,Eco
101418,4,4,Business travel,Eco
101419,1,2,Personal Travel,Eco
101420,4,3,Business travel,Business
101421,3,1,Business travel,Business
101422,3,4,Business travel,Business
101423,1,3,Personal Travel,Business
101424,1,3,Personal Travel,Eco
101425,4,4,Business travel,Business
101426,2,2,Personal Travel,Eco
101427,5,5,Business travel,Business
101428,4,4,Business travel,Business
101429,5,5,Business travel,Business
101430,4,4,Business travel,Business
101431,4,2,Business travel,Eco
101432,5,5,Business travel,Business
101433,1,5,Business travel,Business
101434,4,4,Business travel,Business
101435,4,4,Business travel,Business
101436,2,1,Personal Travel,Eco Plus
101437,4,3,Personal Travel,Eco
101438,4,4,Business travel,Eco
101439,5,5,Business travel,Eco
101440,5,1,Business travel,Business
101441,3,1,Business travel,Business
101442,4,3,Business travel,Business
101443,4,4,Business travel,Business
101444,2,2,Business travel,Eco Plus
101445,5,5,Business travel,Business
101446,3,3,Personal Travel,Eco
101447,5,4,Business travel,Business
101448,4,1,Business travel,Business
101449,1,4,Business travel,Business
101450,4,4,Business travel,Business
101451,1,1,Business travel,Eco
101452,3,1,Personal Travel,Eco
101453,3,5,Personal Travel,Eco
101454,2,2,Business travel,Eco
101455,3,3,Business travel,Business
101456,4,4,Business travel,Business
101457,1,3,Personal Travel,Eco
101458,2,4,Personal Travel,Eco
101459,2,4,Personal Travel,Eco
101460,3,4,Business travel,Eco
101461,5,2,Business travel,Business
101462,5,4,Business travel,Eco
101463,4,4,Business travel,Business
101464,4,4,Business travel,Business
101465,4,5,Personal Travel,Eco
101466,1,3,Personal Travel,Eco
101467,2,2,Business travel,Eco
101468,5,5,Business travel,Business
101469,3,3,Business travel,Business
101470,2,1,Personal Travel,Eco
101471,2,5,Business travel,Business
101472,5,5,Business travel,Business
101473,4,4,Business travel,Business
101474,5,4,Business travel,Business
101475,1,2,Business travel,Eco
101476,5,5,Business travel,Eco
101477,4,4,Business travel,Business
101478,3,4,Personal Travel,Business
101479,4,4,Business travel,Eco
101480,4,3,Business travel,Eco
101481,2,5,Personal Travel,Eco
101482,3,4,Personal Travel,Eco
101483,1,4,Personal Travel,Eco
101484,1,1,Business travel,Eco
101485,1,2,Personal Travel,Eco
101486,3,3,Personal Travel,Eco
101487,4,3,Personal Travel,Eco
101488,4,2,Business travel,Business
101489,1,2,Business travel,Eco
101490,5,5,Personal Travel,Eco
101491,2,2,Personal Travel,Eco
101492,4,1,Business travel,Eco
101493,5,4,Business travel,Business
101494,2,1,Business travel,Business
101495,4,4,Business travel,Eco
101496,5,5,Business travel,Business
101497,5,4,Personal Travel,Eco
101498,2,5,Business travel,Business
101499,4,5,Personal Travel,Eco
101500,2,3,Personal Travel,Eco
101501,5,5,Business travel,Business
101502,5,5,Business travel,Business
101503,4,4,Business travel,Business
101504,2,2,Business travel,Business
101505,5,2,Business travel,Business
101506,5,2,Business travel,Business
101507,1,2,Personal Travel,Eco
101508,3,4,Personal Travel,Eco
101509,2,2,Personal Travel,Eco
101510,1,3,Business travel,Business
101511,5,1,Business travel,Business
101512,5,3,Business travel,Business
101513,3,5,Business travel,Eco
101514,4,4,Business travel,Business
101515,3,5,Business travel,Business
101516,5,5,Personal Travel,Eco
101517,1,2,Business travel,Eco
101518,4,5,Business travel,Business
101519,4,4,Business travel,Business
101520,4,4,Business travel,Business
101521,5,2,Business travel,Business
101522,3,2,Personal Travel,Eco
101523,5,5,Business travel,Business
101524,1,2,Business travel,Eco
101525,4,4,Business travel,Eco
101526,5,4,Business travel,Business
101527,2,2,Business travel,Business
101528,5,2,Business travel,Eco
101529,1,1,Business travel,Eco Plus
101530,3,3,Business travel,Eco
101531,4,3,Business travel,Business
101532,4,5,Business travel,Eco
101533,2,3,Business travel,Eco
101534,4,2,Business travel,Business
101535,5,5,Business travel,Business
101536,4,3,Business travel,Eco
101537,3,1,Personal Travel,Eco
101538,2,5,Personal Travel,Eco
101539,5,4,Business travel,Business
101540,4,2,Personal Travel,Eco
101541,2,1,Personal Travel,Eco
101542,4,5,Business travel,Business
101543,4,2,Personal Travel,Eco
101544,5,5,Business travel,Business
101545,2,4,Business travel,Business
101546,3,1,Personal Travel,Eco
101547,3,3,Business travel,Eco
101548,5,3,Business travel,Business
101549,4,3,Business travel,Business
101550,1,2,Business travel,Eco
101551,4,4,Business travel,Eco
101552,3,3,Personal Travel,Eco
101553,2,5,Business travel,Business
101554,2,2,Personal Travel,Eco
101555,5,5,Business travel,Business
101556,4,5,Business travel,Business
101557,4,4,Business travel,Business
101558,2,3,Business travel,Business
101559,4,3,Business travel,Business
101560,5,5,Business travel,Business
101561,3,2,Personal Travel,Eco Plus
101562,5,5,Business travel,Business
101563,3,3,Business travel,Business
101564,3,4,Personal Travel,Eco
101565,5,4,Business travel,Business
101566,4,2,Business travel,Business
101567,4,4,Business travel,Business
101568,5,4,Business travel,Eco Plus
101569,5,1,Business travel,Business
101570,5,5,Business travel,Business
101571,2,2,Personal Travel,Eco
101572,5,2,Personal Travel,Business
101573,3,5,Business travel,Business
101574,3,4,Business travel,Eco
101575,4,5,Business travel,Business
101576,4,4,Business travel,Business
101577,4,4,Business travel,Business
101578,4,4,Business travel,Eco
101579,2,2,Personal Travel,Eco
101580,5,5,Business travel,Eco
101581,1,5,Personal Travel,Business
101582,5,4,Business travel,Business
101583,3,1,Personal Travel,Eco
101584,4,3,Business travel,Business
101585,4,4,Business travel,Business
101586,5,5,Business travel,Business
101587,5,4,Business travel,Business
101588,5,5,Business travel,Business
101589,4,5,Personal Travel,Eco
101590,5,5,Business travel,Business
101591,5,5,Business travel,Eco
101592,5,1,Business travel,Business
101593,3,2,Personal Travel,Eco
101594,3,3,Business travel,Business
101595,5,4,Business travel,Business
101596,3,5,Personal Travel,Eco
101597,1,1,Personal Travel,Eco Plus
101598,3,4,Personal Travel,Eco Plus
101599,1,4,Personal Travel,Eco
101600,5,4,Business travel,Business
101601,1,5,Business travel,Business
101602,5,5,Business travel,Business
101603,1,1,Business travel,Eco
101604,4,5,Business travel,Business
101605,3,1,Business travel,Business
101606,2,4,Business travel,Eco Plus
101607,3,2,Business travel,Business
101608,2,4,Personal Travel,Eco
101609,4,3,Business travel,Business
101610,5,5,Business travel,Business
101611,5,4,Business travel,Business
101612,3,1,Business travel,Business
101613,4,1,Personal Travel,Eco
101614,2,2,Business travel,Business
101615,4,3,Business travel,Eco
101616,4,4,Business travel,Eco
101617,5,5,Business travel,Business
101618,2,2,Business travel,Eco
101619,2,4,Business travel,Business
101620,5,5,Business travel,Business
101621,4,1,Personal Travel,Eco Plus
101622,5,5,Business travel,Business
101623,4,4,Business travel,Business
101624,4,2,Business travel,Business
101625,1,3,Business travel,Eco
101626,2,2,Personal Travel,Eco
101627,2,3,Personal Travel,Eco
101628,1,2,Business travel,Eco
101629,5,3,Business travel,Business
101630,4,5,Business travel,Business
101631,4,4,Personal Travel,Eco
101632,2,1,Personal Travel,Eco
101633,2,2,Business travel,Business
101634,4,3,Personal Travel,Eco
101635,2,5,Personal Travel,Eco
101636,4,4,Business travel,Business
101637,5,5,Personal Travel,Business
101638,5,5,Business travel,Business
101639,4,4,Business travel,Business
101640,5,5,Business travel,Business
101641,4,3,Business travel,Business
101642,5,3,Business travel,Business
101643,4,3,Business travel,Business
101644,4,5,Business travel,Business
101645,3,3,Business travel,Business
101646,5,5,Business travel,Business
101647,4,5,Business travel,Business
101648,3,4,Personal Travel,Eco
101649,4,1,Personal Travel,Eco Plus
101650,5,4,Business travel,Business
101651,4,5,Business travel,Business
101652,4,4,Business travel,Business
101653,4,5,Business travel,Business
101654,5,4,Business travel,Business
101655,5,5,Business travel,Eco
101656,4,4,Business travel,Business
101657,2,3,Business travel,Business
101658,5,4,Business travel,Business
101659,3,3,Business travel,Eco Plus
101660,1,3,Personal Travel,Eco
101661,5,2,Personal Travel,Eco
101662,3,3,Business travel,Eco
101663,2,5,Business travel,Business
101664,2,1,Personal Travel,Eco
101665,4,3,Business travel,Eco
101666,4,1,Personal Travel,Eco
101667,1,2,Personal Travel,Eco
101668,5,2,Business travel,Business
101669,2,4,Business travel,Eco
101670,3,5,Business travel,Eco
101671,3,4,Business travel,Eco
101672,4,4,Business travel,Eco
101673,4,1,Personal Travel,Eco
101674,4,5,Business travel,Business
101675,5,4,Business travel,Business
101676,4,4,Business travel,Business
101677,3,4,Business travel,Business
101678,2,2,Personal Travel,Eco
101679,4,4,Business travel,Business
101680,2,3,Business travel,Eco
101681,5,3,Personal Travel,Eco
101682,5,4,Business travel,Business
101683,5,5,Business travel,Business
101684,1,5,Business travel,Eco
101685,3,3,Personal Travel,Eco
101686,2,4,Business travel,Eco
101687,3,3,Personal Travel,Eco
101688,2,4,Business travel,Eco
101689,3,5,Personal Travel,Eco
101690,4,2,Personal Travel,Eco
101691,4,4,Business travel,Business
101692,3,1,Business travel,Business
101693,4,4,Business travel,Eco
101694,2,5,Personal Travel,Business
101695,1,2,Business travel,Business
101696,3,4,Personal Travel,Eco
101697,2,3,Business travel,Eco
101698,4,1,Personal Travel,Business
101699,4,4,Business travel,Business
101700,3,5,Business travel,Eco
101701,4,5,Business travel,Business
101702,5,4,Business travel,Business
101703,4,3,Personal Travel,Eco
101704,4,5,Business travel,Business
101705,5,4,Personal Travel,Eco
101706,3,4,Business travel,Eco
101707,3,3,Personal Travel,Eco
101708,4,5,Business travel,Business
101709,5,5,Business travel,Business
101710,2,4,Personal Travel,Eco
101711,2,3,Personal Travel,Eco Plus
101712,4,4,Personal Travel,Eco
101713,1,1,Personal Travel,Eco
101714,3,3,Personal Travel,Eco
101715,5,2,Personal Travel,Eco
101716,4,4,Personal Travel,Eco
101717,5,2,Personal Travel,Eco
101718,3,3,Business travel,Business
101719,3,4,Business travel,Eco
101720,3,1,Personal Travel,Eco
101721,3,4,Personal Travel,Eco
101722,2,2,Business travel,Business
101723,3,1,Personal Travel,Eco
101724,4,4,Business travel,Eco Plus
101725,5,3,Personal Travel,Business
101726,3,2,Personal Travel,Eco
101727,4,4,Business travel,Business
101728,2,3,Personal Travel,Eco
101729,3,1,Business travel,Business
101730,3,4,Personal Travel,Eco
101731,3,5,Business travel,Business
101732,2,5,Personal Travel,Eco
101733,2,3,Business travel,Business
101734,4,4,Business travel,Business
101735,4,3,Business travel,Business
101736,3,2,Personal Travel,Eco Plus
101737,2,3,Business travel,Eco
101738,1,3,Personal Travel,Eco
101739,2,2,Business travel,Eco Plus
101740,4,2,Business travel,Business
101741,5,5,Business travel,Business
101742,5,5,Business travel,Business
101743,2,3,Business travel,Eco
101744,3,1,Business travel,Business
101745,2,5,Business travel,Eco
101746,4,4,Business travel,Business
101747,4,4,Business travel,Business
101748,1,3,Business travel,Eco
101749,2,2,Business travel,Eco
101750,2,2,Business travel,Business
101751,3,5,Business travel,Eco
101752,2,2,Business travel,Business
101753,3,4,Personal Travel,Eco
101754,5,1,Personal Travel,Eco
101755,5,5,Business travel,Business
101756,2,3,Business travel,Business
101757,3,3,Personal Travel,Eco
101758,4,5,Business travel,Business
101759,4,4,Business travel,Business
101760,4,4,Business travel,Eco
101761,2,5,Personal Travel,Business
101762,2,3,Personal Travel,Eco
101763,1,2,Personal Travel,Eco
101764,3,4,Business travel,Eco
101765,5,5,Business travel,Business
101766,2,4,Business travel,Eco
101767,4,4,Personal Travel,Eco
101768,4,3,Business travel,Eco Plus
101769,4,1,Business travel,Business
101770,4,4,Business travel,Eco
101771,2,2,Business travel,Business
101772,4,5,Business travel,Business
101773,4,5,Personal Travel,Business
101774,4,4,Business travel,Business
101775,3,2,Personal Travel,Eco
101776,5,4,Business travel,Business
101777,1,4,Business travel,Business
101778,5,5,Business travel,Eco
101779,3,3,Business travel,Eco
101780,4,5,Business travel,Business
101781,3,2,Business travel,Business
101782,4,5,Business travel,Eco
101783,4,4,Business travel,Business
101784,2,1,Personal Travel,Eco
101785,5,5,Business travel,Business
101786,3,2,Business travel,Business
101787,5,5,Business travel,Eco Plus
101788,5,5,Business travel,Eco Plus
101789,2,3,Personal Travel,Eco
101790,3,5,Personal Travel,Eco
101791,4,4,Business travel,Business
101792,4,4,Business travel,Business
101793,4,4,Business travel,Business
101794,3,4,Personal Travel,Eco
101795,1,3,Personal Travel,Eco
101796,3,1,Business travel,Eco
101797,4,4,Business travel,Business
101798,2,2,Business travel,Business
101799,3,1,Personal Travel,Eco
101800,5,1,Business travel,Business
101801,2,2,Personal Travel,Eco
101802,4,2,Business travel,Business
101803,3,5,Business travel,Eco Plus
101804,5,5,Business travel,Business
101805,4,2,Business travel,Eco
101806,5,2,Personal Travel,Eco
101807,4,3,Business travel,Business
101808,2,2,Business travel,Business
101809,4,5,Business travel,Business
101810,5,3,Personal Travel,Eco
101811,2,3,Personal Travel,Eco
101812,5,5,Personal Travel,Eco
101813,1,4,Business travel,Eco
101814,1,2,Business travel,Business
101815,4,5,Personal Travel,Eco
101816,5,5,Business travel,Business
101817,2,4,Personal Travel,Eco
101818,3,5,Business travel,Business
101819,5,4,Business travel,Business
101820,3,5,Personal Travel,Eco
101821,4,3,Business travel,Eco Plus
101822,4,3,Personal Travel,Eco
101823,2,4,Business travel,Business
101824,3,3,Business travel,Business
101825,4,3,Business travel,Business
101826,2,1,Business travel,Business
101827,5,5,Business travel,Eco
101828,4,2,Business travel,Business
101829,5,4,Business travel,Business
101830,4,3,Personal Travel,Eco
101831,2,3,Business travel,Business
101832,3,2,Personal Travel,Eco
101833,2,4,Business travel,Eco
101834,4,3,Business travel,Business
101835,3,3,Business travel,Business
101836,3,3,Personal Travel,Eco Plus
101837,4,3,Business travel,Business
101838,4,3,Business travel,Eco
101839,3,4,Business travel,Eco
101840,4,5,Business travel,Business
101841,1,2,Personal Travel,Eco
101842,3,2,Personal Travel,Eco
101843,1,2,Personal Travel,Eco
101844,2,5,Business travel,Eco
101845,4,5,Personal Travel,Eco Plus
101846,3,2,Personal Travel,Eco
101847,5,4,Business travel,Business
101848,5,5,Business travel,Business
101849,3,5,Personal Travel,Eco Plus
101850,5,4,Business travel,Business
101851,4,2,Personal Travel,Eco
101852,5,1,Personal Travel,Eco
101853,4,5,Business travel,Business
101854,4,5,Business travel,Business
101855,2,5,Business travel,Eco
101856,3,4,Personal Travel,Eco
101857,5,5,Business travel,Business
101858,4,4,Business travel,Business
101859,2,4,Personal Travel,Eco
101860,3,5,Personal Travel,Eco Plus
101861,4,4,Business travel,Business
101862,1,2,Personal Travel,Eco
101863,1,4,Business travel,Eco Plus
101864,3,3,Personal Travel,Eco Plus
101865,3,5,Business travel,Eco
101866,5,2,Business travel,Business
101867,4,4,Business travel,Business
101868,3,3,Personal Travel,Eco
101869,4,4,Business travel,Eco Plus
101870,4,1,Business travel,Business
101871,3,2,Personal Travel,Eco Plus
101872,4,5,Personal Travel,Eco
101873,3,2,Business travel,Business
